resp_pkts,service,local_resp,missed_bytes,protocol,duration,conn_state,dest_ip,orig_pkts,dest_port,orig_bytes,datetime,history,resp_bytes,src_port,ts,src_ip,mitre_attack_tactics
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
2,dns,FALSE,0,udp,0.002279997,SF,143.88.5.1,2,53,130,2022-02-10T03:58:29.979Z,Dd,130,36073,1644465509.97995,143.88.5.12,Reconnaissance
